Date,District,Rainfall_Today_mm,Cumulative_7Day_mm,Slope_Angle,Elevation_m,Disaster_Occurred,Intensity_Score
2018-08-18,Nuwara Eliya,22.85,55.27,43.91,1798.64,0,0.04
2020-03-12,Kalutara,7.53,21.09,14.38,20.07,0,0.09
2019-02-17,Nuwara Eliya,5.66,40.72,46.1,1801.7,0,0.1
2018-10-11,Ratnapura,2.33,50.21,35.09,128.72,0,0.06
2021-06-14,Gampaha,27.34,64.48,1.34,13.49,0,0.05
2022-11-15,Matale,5.75,55.56,15.52,51.49,0,0.03
2018-02-12,Colombo,5.7,46.62,4.44,10.18,0,0.01
2021-12-30,Ratnapura,7.11,30.06,33.6,125.65,0,0.11
2021-08-30,Ratnapura,75.65,417.18,33.84,131.2,1,4.33
2022-01-06,Matara,33.96,60.03,15.96,43.81,0,0.01
2019-05-05,Ratnapura,19.32,37.75,35.31,133.83,0,0.13
2019-10-11,Kegalle,7.96,43.23,39.54,207.27,0,0.06
2019-02-24,Kegalle,1.65,16.27,41.08,200.92,0,0.07
2021-04-23,Nuwara Eliya,126.07,310.39,41.67,1808.13,1,3.91
2020-07-22,Kegalle,2.97,42.29,41.47,199.21,0,0.14
2018-08-30,Galle,14.77,15.17,16.62,52.73,0,0.14
2018-10-10,Matara,10.85,54.49,11.75,51.77,0,0.12
2023-01-12,Galle,10.94,58.0,14.75,51.64,0,0.13
2021-05-21,Colombo,39.56,56.8,2.62,-5.78,0,0.07
2019-02-18,Colombo,32.0,56.47,-2.64,-0.33,0,0.06
2021-06-24,Matara,38.95,66.02,15.2,55.6,0,0.05
2019-09-30,Matale,3.24,32.35,16.15,51.74,0,0.02
2021-06-11,Matale,6.2,37.01,12.24,47.18,0,0.08
2021-04-13,Ratnapura,9.54,18.12,37.68,118.35,0,0.08
2022-03-03,Kalutara,23.22,48.01,11.28,15.28,0,0.14
2018-10-22,Matara,3.98,14.19,13.01,53.26,0,0.08
2020-03-31,Ratnapura,6.58,41.01,34.91,126.18,0,0.04
2018-01-25,Kalutara,45.22,87.38,12.56,23.79,0,0.07
2020-08-04,Kalutara,5.07,49.19,11.52,22.15,0,0.07
2022-09-13,Colombo,19.51,22.84,1.45,9.7,0,0.1
2019-11-16,Kegalle,4.55,32.5,42.4,197.54,0,0.05
2023-02-18,Badulla,1.78,24.99,39.49,672.65,0,0.11
2021-02-19,Matale,44.5,63.16,14.63,53.26,0,0.09
2022-02-14,Matara,36.37,75.46,13.53,50.41,0,0.11
2020-03-17,Gampaha,3.91,21.26,4.34,5.41,0,0.06
2022-01-05,Ratnapura,14.19,56.82,36.28,122.67,0,0.08
2022-05-17,Gampaha,31.19,60.61,1.5,1.5,0,0.03
2021-06-14,Matale,20.41,27.09,16.89,54.3,0,0.07
2020-03-01,Kegalle,6.38,38.21,39.84,202.72,0,0.11
2018-03-02,Ratnapura,4.98,37.71,37.59,130.57,0,0.12
2022-05-29,Galle,15.48,54.81,16.23,52.64,0,0.12
2018-12-06,Ratnapura,7.51,51.47,34.08,129.67,0,0.04
2022-03-21,Matara,4.48,30.19,15.75,52.35,0,0.11
2019-03-31,Matara,11.03,46.37,13.66,51.38,0,0.15
2018-01-27,Nuwara Eliya,0.14,28.7,46.2,1805.21,0,0.05
2020-02-20,Ratnapura,0.34,15.95,34.41,135.5,0,0.0
2021-12-09,Matara,0.99,31.97,17.67,53.15,0,0.08
2021-05-16,Kandy,21.74,59.58,15.5,55.23,0,0.07
2018-03-15,Matale,16.22,34.8,18.3,59.37,0,0.09
2021-04-29,Matale,5.45,28.51,9.97,43.21,0,0.14
2020-11-03,Matale,0.93,32.52,16.88,48.23,0,0.01
2019-07-25,Colombo,4.25,34.21,-0.62,9.34,0,0.03
2023-06-19,Kalutara,45.41,46.36,15.97,12.35,0,0.12
2019-01-10,Matale,40.59,67.39,16.69,52.5,0,0.07
2021-01-22,Kegalle,63.56,341.41,36.69,202.69,1,2.55
2021-03-19,Nuwara Eliya,0.71,44.76,44.85,1797.74,0,0.13
2020-04-09,Matale,17.38,54.25,15.86,48.29,0,0.04
2022-03-15,Colombo,29.01,71.38,2.51,9.1,0,0.01
2018-10-03,Galle,8.85,24.16,10.97,43.74,0,0.08
2021-01-26,Kegalle,16.11,63.23,37.61,198.49,0,0.01
2020-02-22,Kandy,4.54,4.97,15.67,50.1,0,0.02
2023-04-15,Matara,3.49,52.26,14.1,55.45,0,0.03
2022-03-20,Kegalle,1.35,25.57,41.76,198.1,0,0.05
2021-08-18,Kandy,9.05,9.2,18.02,49.42,0,0.03
2021-09-28,Ratnapura,12.59,26.69,35.63,129.81,0,0.05
2020-02-29,Colombo,37.52,53.21,5.67,9.07,0,0.08
2019-11-10,Ratnapura,5.09,33.07,35.03,128.24,0,0.1
2019-03-20,Galle,1.05,21.86,15.41,48.69,0,0.08
2019-05-03,Ratnapura,33.32,76.8,35.09,136.72,0,0.06
2022-04-24,Matara,1.22,10.48,17.95,44.16,0,0.04
2021-12-06,Badulla,8.41,56.91,42.88,677.85,0,0.09
2018-07-04,Kalutara,11.45,39.29,14.44,12.43,0,0.13
2021-07-02,Kandy,6.23,49.93,16.04,45.11,0,0.04
2021-11-30,Nuwara Eliya,11.1,34.02,46.07,1806.14,0,0.05
2021-07-20,Matara,1.02,11.4,16.66,49.86,0,0.04
2019-11-30,Galle,11.43,46.64,16.73,57.59,0,0.14
2019-05-13,Kegalle,17.86,63.39,38.8,194.45,0,0.08
2019-04-24,Kandy,14.62,15.87,10.83,58.62,0,0.07
2021-07-12,Ratnapura,5.24,40.02,35.26,130.43,0,0.09
2020-12-01,Badulla,37.04,70.91,40.93,681.79,0,0.08
2021-12-01,Matara,0.48,26.72,13.72,49.17,0,0.12
2018-08-15,Badulla,81.42,461.38,41.61,679.68,1,2.21
2018-09-30,Kalutara,47.11,91.36,9.66,20.73,0,0.11
2021-05-26,Ratnapura,115.4,317.39,36.75,137.36,1,1.5
2020-03-06,Ratnapura,22.37,32.3,35.66,130.14,0,0.02
2019-01-02,Matara,86.11,336.57,12.81,51.49,0,0.04
2019-05-25,Kalutara,35.05,80.27,14.41,18.89,0,0.12
2023-06-01,Matale,13.24,57.47,16.27,44.41,0,0.13
2022-02-03,Nuwara Eliya,7.92,17.16,47.27,1794.47,0,0.05
2020-09-11,Nuwara Eliya,8.49,23.49,45.46,1808.56,0,0.09
2021-08-18,Colombo,10.54,43.47,3.82,5.53,0,0.14
2020-01-09,Kalutara,13.23,60.36,15.79,16.1,0,0.01
2018-07-22,Kandy,21.99,66.78,13.54,48.76,0,0.12
2018-12-26,Badulla,2.72,31.12,42.85,690.4,0,0.04
2022-01-08,Kalutara,0.81,12.81,14.74,13.22,0,0.02
2019-06-27,Nuwara Eliya,6.16,34.88,45.05,1797.66,0,0.02
2022-02-22,Kalutara,1.99,41.68,12.55,17.22,0,0.02
2022-12-14,Ratnapura,44.98,90.63,32.63,130.99,0,0.08
2022-03-30,Matara,3.88,19.05,15.97,52.31,0,0.14
2018-01-06,Kandy,18.96,42.74,15.38,52.25,0,0.06
2019-12-11,Matale,20.65,24.07,15.32,50.27,0,0.06
2020-06-05,Badulla,6.58,53.59,44.06,686.73,0,0.01
2023-04-28,Ratnapura,6.07,19.97,38.19,128.22,0,0.03
2023-02-03,Matara,1.07,9.48,15.63,48.34,0,0.13
2021-08-03,Badulla,32.87,43.89,42.03,672.12,0,0.13
2022-03-08,Badulla,2.69,18.43,38.96,675.02,0,0.01
2023-03-24,Galle,1.27,28.28,16.55,52.77,0,0.13
2019-05-09,Nuwara Eliya,14.22,41.59,45.01,1807.89,0,0.04
2021-05-10,Nuwara Eliya,20.49,56.13,45.68,1798.75,0,0.1
2020-08-16,Nuwara Eliya,48.66,70.68,43.56,1796.68,0,0.02
2018-05-30,Galle,26.93,32.95,15.15,48.32,0,0.14
2022-12-20,Gampaha,9.18,30.04,0.41,12.86,0,0.02
2021-06-14,Matara,57.06,274.99,17.99,47.62,0,0.02
2023-05-15,Colombo,4.45,5.63,4.1,13.28,0,0.13
2019-11-16,Galle,16.22,37.21,14.25,47.46,0,0.01
2021-09-16,Ratnapura,7.12,25.33,33.62,135.23,0,0.08
2022-11-17,Kegalle,6.68,13.28,40.12,196.42,0,0.08
2019-07-29,Matara,4.46,20.34,14.63,45.83,0,0.04
2019-06-04,Kandy,8.47,25.07,15.28,47.48,0,0.1
2021-04-18,Kandy,9.47,20.28,14.76,58.84,0,0.03
2018-06-14,Matale,33.1,53.48,15.2,54.33,0,0.02
2021-03-15,Kandy,3.29,15.62,15.63,56.05,0,0.15
2023-03-07,Kalutara,1.04,33.45,9.47,9.53,0,0.13
2021-09-20,Colombo,2.79,35.61,2.29,-0.64,0,0.08
2018-10-05,Gampaha,5.62,14.07,2.89,7.67,0,0.05
2018-06-12,Colombo,105.29,335.59,6.53,5.58,1,2.29
2018-07-13,Matara,5.63,40.08,17.29,51.05,0,0.12
2020-06-05,Kandy,36.24,79.52,13.1,46.62,0,0.02
2019-02-14,Matale,28.21,58.37,14.09,54.47,0,0.1
2021-09-01,Kalutara,36.59,71.21,8.69,12.38,0,0.03
2020-04-24,Matara,0.49,30.79,13.38,53.55,0,0.13
2018-12-29,Matale,16.28,32.88,13.31,56.25,0,0.07
2018-07-20,Gampaha,0.71,22.03,2.63,8.39,0,0.08
2021-12-02,Kalutara,84.03,451.14,14.01,8.73,1,2.81
2018-05-05,Galle,2.35,19.4,13.45,50.0,0,0.14
2018-11-28,Kalutara,2.78,37.67,12.88,11.33,0,0.14
2019-12-30,Ratnapura,21.76,59.58,35.75,135.51,0,0.01
2020-08-22,Nuwara Eliya,14.6,48.83,43.4,1798.12,0,0.14
2022-06-11,Galle,64.51,314.2,15.4,48.79,0,0.05
2022-12-24,Nuwara Eliya,8.87,9.56,42.3,1804.61,0,0.05
2019-04-21,Badulla,3.88,53.32,44.66,681.13,0,0.03
2018-03-13,Galle,0.68,49.52,12.74,49.69,0,0.06
2018-02-23,Gampaha,16.18,40.63,-0.93,8.03,0,0.13
2018-01-08,Badulla,27.46,56.09,44.7,676.18,0,0.04
2022-08-30,Nuwara Eliya,28.0,43.38,45.24,1799.14,0,0.07
2020-05-26,Kalutara,20.02,34.13,10.52,11.39,0,0.04
2021-01-05,Colombo,19.65,51.54,2.39,0.48,0,0.12
2020-03-16,Kegalle,2.33,33.01,43.94,199.9,0,0.13
2021-06-09,Matara,11.35,34.66,18.18,52.87,0,0.03
2022-08-17,Kalutara,192.15,309.22,7.95,19.04,1,3.57
2018-04-28,Kalutara,4.03,26.74,14.45,9.13,0,0.06
2022-01-01,Colombo,21.96,40.85,0.96,3.3,0,0.01
2022-01-30,Ratnapura,26.83,49.42,32.5,130.11,0,0.05
2021-01-21,Matara,15.29,38.06,18.03,57.41,0,0.06
2022-03-23,Kalutara,1.59,27.86,11.41,13.21,0,0.02
2020-03-30,Ratnapura,1.42,11.86,34.44,125.18,0,0.01
2022-03-17,Galle,6.88,47.03,16.99,51.27,0,0.08
2022-07-17,Matale,12.62,19.79,16.72,50.7,0,0.02
2021-04-25,Nuwara Eliya,3.07,28.2,45.98,1811.81,0,0.03
2021-07-25,Matale,5.43,21.58,12.22,44.94,0,0.15
2021-01-18,Kalutara,21.73,55.34,12.87,2.34,0,0.07
2021-06-06,Kalutara,174.43,444.5,8.91,20.76,1,1.91
2020-02-09,Nuwara Eliya,15.37,60.65,44.56,1798.68,0,0.13
2022-06-19,Gampaha,7.68,11.08,0.25,8.65,0,0.03
2019-01-18,Kalutara,0.37,43.68,7.13,7.45,0,0.02
2018-08-12,Badulla,5.11,35.33,44.21,689.68,0,0.11
2019-04-25,Matale,0.67,8.84,16.39,44.29,0,0.03
2018-12-14,Badulla,17.92,37.06,41.74,677.2,0,0.13
2018-12-06,Nuwara Eliya,130.45,307.88,47.11,1813.75,1,1.63
2018-11-23,Galle,0.37,42.48,19.21,52.98,0,0.04
2018-11-02,Colombo,3.55,37.76,-1.28,5.6,0,0.14
2022-04-03,Matale,0.03,32.12,13.42,50.51,0,0.06
2018-04-21,Colombo,3.27,8.19,1.28,4.68,0,0.14
2020-06-22,Kalutara,12.49,17.34,10.17,20.67,0,0.03
2019-01-02,Kegalle,16.11,19.75,41.02,209.68,0,0.04
2022-11-20,Galle,14.21,34.17,16.01,48.26,0,0.06
2020-06-05,Kalutara,10.17,31.17,13.0,12.33,0,0.09
2020-07-03,Matale,28.16,56.58,13.9,60.39,0,0.01
2019-06-24,Badulla,4.32,48.3,40.0,678.58,0,0.14
2023-04-29,Colombo,8.85,29.77,0.84,-0.87,0,0.05
2019-05-06,Kegalle,15.95,44.47,37.64,201.32,0,0.03
2023-03-22,Matara,0.35,16.88,14.63,41.65,0,0.11
2023-01-23,Kandy,16.74,29.81,16.37,57.33,0,0.06
2021-11-25,Colombo,4.3,16.43,0.89,0.13,0,0.01
2021-01-03,Kegalle,24.57,44.93,38.22,199.69,0,0.08
2019-12-03,Ratnapura,55.33,398.38,35.46,135.37,1,2.83
2019-06-12,Kalutara,4.99,14.92,12.29,19.13,0,0.04
2022-04-19,Colombo,4.45,8.53,6.25,11.66,0,0.01
2020-09-28,Gampaha,8.33,48.92,0.02,10.47,0,0.0
2018-07-10,Matara,182.86,548.71,17.14,53.02,0,0.07
2020-02-27,Kegalle,0.48,10.9,40.12,200.37,0,0.02
2018-03-08,Colombo,3.53,5.54,1.21,-1.81,0,0.08
2022-11-17,Matara,13.03,32.32,15.36,53.19,0,0.06
2018-07-16,Galle,9.96,19.08,14.66,49.14,0,0.14
2022-07-16,Galle,11.43,21.76,17.78,54.06,0,0.05
2018-11-21,Badulla,13.37,53.13,43.64,680.23,0,0.05
2022-04-20,Galle,187.01,557.98,15.81,45.44,1,1.57
2022-09-11,Matara,16.62,62.93,15.36,46.21,0,0.13
2022-03-26,Kegalle,0.82,17.23,40.87,198.8,0,0.01
2019-11-17,Matara,2.92,11.78,13.49,46.06,0,0.0
2020-08-04,Gampaha,6.72,50.28,3.5,7.16,0,0.04
2022-10-16,Matale,8.33,40.24,13.48,50.89,0,0.05
2022-03-23,Matale,8.09,36.98,16.08,54.89,0,0.05
2018-07-28,Badulla,30.57,37.67,40.47,668.01,0,0.05
2022-07-10,Galle,9.87,27.36,11.89,54.49,0,0.13
2018-09-04,Matara,49.78,98.66,16.93,57.25,0,0.09
2021-07-03,Nuwara Eliya,11.52,28.72,45.85,1800.2,0,0.08
2019-05-17,Galle,17.72,66.86,15.03,55.24,0,0.04
2021-05-17,Kandy,13.41,52.66,16.99,58.52,0,0.03
2022-12-13,Kegalle,15.31,52.92,38.01,209.14,0,0.08
2022-02-14,Kalutara,145.16,416.38,13.72,12.66,1,2.41
2021-12-20,Colombo,17.99,59.1,2.26,0.27,0,0.11
2018-09-08,Ratnapura,14.08,39.7,35.64,130.84,0,0.05
2022-09-03,Matale,2.93,52.65,17.91,54.04,0,0.03
2022-06-11,Kegalle,10.44,44.21,42.51,197.76,0,0.08
2021-01-07,Kegalle,112.39,508.46,39.58,207.52,1,4.07
2019-04-15,Gampaha,15.59,50.91,3.45,10.09,0,0.05
2022-11-22,Gampaha,3.29,3.32,4.33,7.24,0,0.05
2018-08-29,Ratnapura,8.61,27.45,35.47,123.37,0,0.13
2021-05-20,Badulla,76.66,265.95,40.56,678.44,1,2.33
2019-02-02,Galle,3.27,9.46,15.93,47.25,0,0.01
2023-01-01,Kegalle,19.67,67.44,40.97,197.66,0,0.04
2023-05-27,Matale,68.26,414.14,18.14,50.34,0,0.13
2023-05-18,Kandy,11.83,39.06,13.01,44.92,0,0.02
2019-10-21,Kegalle,5.6,42.57,38.98,195.51,0,0.1
2019-03-14,Kandy,1.99,49.53,17.63,47.79,0,0.03
2023-02-14,Matale,4.93,52.32,14.23,49.38,0,0.02
2022-05-10,Gampaha,10.49,20.09,5.63,7.17,0,0.02
2018-06-18,Colombo,1.79,17.47,4.36,7.4,0,0.1
2021-01-31,Gampaha,42.1,48.72,3.6,4.58,0,0.03
2021-04-29,Gampaha,7.07,45.03,4.44,10.54,0,0.11
2023-01-30,Matale,2.91,20.06,13.95,52.47,0,0.1
2022-12-19,Gampaha,23.53,42.87,2.27,9.24,0,0.01
2021-12-18,Matara,47.25,59.53,11.92,51.26,0,0.12
2020-04-15,Ratnapura,6.97,18.98,35.35,125.22,0,0.07
2020-07-13,Matara,22.87,67.38,13.14,55.35,0,0.02
2018-05-12,Kegalle,21.63,37.33,45.36,200.32,0,0.07
2020-09-14,Kandy,7.59,49.06,18.91,49.36,0,0.03
2020-03-20,Badulla,13.36,35.05,45.03,681.99,0,0.13
2021-10-10,Matara,13.08,32.83,17.79,53.55,0,0.01
2021-07-13,Kalutara,34.55,66.29,10.89,24.7,0,0.03
2021-06-10,Matale,154.62,286.46,15.46,45.39,1,2.63
2023-04-30,Matale,2.85,29.63,17.45,52.27,0,0.09
2020-06-12,Kegalle,14.0,15.1,40.27,210.45,0,0.05
2021-05-13,Galle,33.5,80.44,12.99,48.44,0,0.07
2023-01-06,Kegalle,9.26,35.04,39.5,205.47,0,0.07
2021-10-11,Kalutara,1.7,30.9,8.87,20.13,0,0.03
2019-07-19,Matale,28.52,69.9,14.53,46.62,0,0.11
2022-09-13,Kandy,34.46,69.68,15.31,40.83,0,0.14
2020-06-11,Badulla,29.78,34.42,39.83,675.52,0,0.08
2019-06-06,Gampaha,41.73,44.59,3.26,9.12,0,0.03
2020-05-15,Gampaha,21.85,27.92,4.13,11.51,0,0.11
2020-02-13,Matara,0.63,21.02,14.69,39.7,0,0.04
2019-09-28,Kandy,7.44,26.72,16.63,52.97,0,0.08
2020-01-22,Kalutara,3.68,48.35,13.51,18.09,0,0.06
2020-06-23,Ratnapura,49.6,92.21,36.53,132.56,0,0.01
2021-11-14,Ratnapura,3.14,20.0,33.8,130.84,0,0.03
2018-02-26,Galle,1.95,43.82,9.59,46.85,0,0.04
2018-10-10,Gampaha,0.51,6.47,6.15,10.14,0,0.01
2018-06-29,Matara,46.45,67.53,14.84,47.1,0,0.01
2023-01-01,Badulla,10.1,15.43,45.37,689.22,0,0.06
2020-06-24,Galle,8.39,31.18,18.2,54.01,0,0.07
2021-07-26,Matale,64.64,310.33,13.07,44.23,0,0.14
2018-01-05,Gampaha,10.51,38.47,-0.23,11.5,0,0.08
2022-05-31,Kegalle,2.08,48.71,42.74,191.84,0,0.09
2018-01-16,Galle,13.04,45.47,17.92,52.24,0,0.13
2020-04-24,Colombo,1.8,39.82,1.21,1.16,0,0.1
2018-09-12,Nuwara Eliya,6.4,8.41,44.67,1808.1,0,0.05
2019-05-11,Ratnapura,36.64,64.91,34.42,128.19,0,0.0
2021-12-03,Gampaha,2.27,47.93,3.16,10.33,0,0.06
2021-08-28,Badulla,69.59,269.24,39.8,687.1,1,3.86
2021-05-08,Kandy,1.65,15.79,16.3,54.06,0,0.05
2018-01-04,Kegalle,12.99,44.43,39.73,198.14,0,0.1
2021-08-25,Kegalle,26.5,56.16,40.59,208.33,0,0.07
2021-07-02,Kegalle,1.51,25.22,38.32,203.75,0,0.03
2022-10-20,Ratnapura,7.0,14.59,33.78,129.31,0,0.09
2018-10-21,Galle,4.23,4.6,18.39,46.6,0,0.1
2018-09-04,Matara,48.59,66.58,15.3,40.19,0,0.08
2022-01-24,Matale,12.2,47.05,11.96,36.85,0,0.01
2020-10-13,Kegalle,6.38,50.27,38.47,199.83,0,0.03
2023-02-22,Kalutara,89.25,276.51,10.7,15.42,1,2.38
2018-11-29,Badulla,1.11,40.11,40.1,676.98,0,0.07
2020-10-27,Colombo,22.5,71.9,1.03,0.17,0,0.07
2023-06-20,Galle,30.92,33.43,14.8,54.88,0,0.01
2019-08-27,Ratnapura,178.45,318.78,33.31,127.08,1,2.98
2022-01-08,Matara,214.44,582.43,14.17,49.68,1,2.23
2023-05-23,Nuwara Eliya,54.6,255.35,40.23,1797.52,1,3.54
2018-05-07,Matara,7.62,23.84,16.95,50.59,0,0.14
2018-01-19,Ratnapura,4.2,29.72,33.41,130.75,0,0.04
2021-12-30,Kegalle,21.15,21.46,39.68,202.15,0,0.12
2018-07-30,Matara,0.36,22.85,15.09,52.79,0,0.1
2022-04-02,Kandy,4.16,53.04,18.98,61.4,0,0.13
2018-07-23,Nuwara Eliya,19.62,45.38,42.25,1802.6,0,0.15
2020-02-19,Kegalle,4.67,22.02,42.57,196.95,0,0.06
2018-09-28,Matara,39.82,75.09,15.35,39.5,0,0.03
2018-04-19,Ratnapura,1.64,27.28,33.89,127.94,0,0.13
2023-05-06,Matale,51.49,286.53,16.94,56.52,0,0.14
2021-03-31,Galle,2.44,38.34,13.04,48.52,0,0.02
2021-04-17,Badulla,9.37,25.52,43.61,694.48,0,0.13
2018-07-13,Matale,3.18,8.5,13.91,46.19,0,0.12
2018-08-05,Ratnapura,0.17,25.87,35.16,130.84,0,0.12
2019-04-08,Gampaha,0.02,19.07,2.11,16.75,0,0.07
2022-08-25,Kalutara,8.15,42.51,12.66,14.97,0,0.12
2021-10-12,Kegalle,9.04,12.49,40.79,199.14,0,0.07
2019-10-19,Galle,0.75,14.31,16.08,48.24,0,0.11
2020-09-18,Gampaha,3.75,47.33,3.01,8.79,0,0.06
2018-11-20,Colombo,3.55,25.17,4.17,0.08,0,0.01
2020-03-24,Matale,2.12,51.76,12.81,52.49,0,0.12
2018-03-07,Nuwara Eliya,4.7,47.81,45.45,1799.01,0,0.12
2019-01-31,Matara,15.31,36.87,17.28,62.49,0,0.09
2022-04-20,Badulla,10.25,37.59,42.26,671.46,0,0.11
2022-05-22,Matara,8.79,15.02,14.9,47.78,0,0.1
2020-01-08,Kegalle,8.84,17.02,43.88,190.32,0,0.05
2020-01-20,Kalutara,24.75,26.69,13.21,13.5,0,0.07
2018-02-18,Nuwara Eliya,7.25,11.52,46.62,1796.91,0,0.13
2022-11-14,Gampaha,55.67,186.63,2.06,1.88,0,0.09
2022-06-22,Kegalle,2.82,46.22,35.26,210.21,0,0.12
2022-12-21,Matale,6.21,51.18,16.99,42.45,0,0.02
2019-03-29,Galle,6.79,49.7,15.93,34.77,0,0.03
2020-11-28,Nuwara Eliya,7.39,57.3,47.92,1799.09,0,0.01
2020-09-19,Kandy,0.55,34.59,11.52,44.74,0,0.13
2019-03-23,Badulla,11.68,41.1,38.69,681.32,0,0.03
2023-04-06,Kegalle,13.95,37.13,40.28,196.68,0,0.12
2021-12-09,Gampaha,67.02,441.18,1.61,2.35,1,4.42
2021-11-13,Gampaha,10.05,25.83,5.25,16.33,0,0.02
2018-05-03,Ratnapura,50.88,301.19,34.99,131.85,1,3.38
2018-12-24,Colombo,19.99,25.09,1.32,7.5,0,0.14
2023-06-06,Kandy,10.48,15.05,14.57,55.89,0,0.11
2022-12-26,Kalutara,5.09,34.48,11.01,12.51,0,0.13
2020-04-27,Kalutara,13.7,31.18,12.19,12.03,0,0.09
2018-08-04,Gampaha,45.57,79.91,-0.26,7.98,0,0.13
2020-12-01,Nuwara Eliya,9.13,40.11,46.97,1794.51,0,0.01
2021-12-20,Nuwara Eliya,23.05,61.89,42.41,1794.09,0,0.01
2021-01-10,Galle,17.19,32.19,16.15,55.12,0,0.0
2020-02-02,Ratnapura,37.24,68.31,36.26,126.83,0,0.01
2020-04-24,Ratnapura,2.34,31.03,36.33,126.18,0,0.05
2019-12-06,Gampaha,13.0,27.61,1.98,0.7,0,0.04
2020-09-28,Kegalle,61.71,430.46,36.83,202.06,1,1.59
2022-06-03,Kegalle,72.84,263.31,39.9,202.45,1,1.92
2021-02-09,Kalutara,18.08,23.44,13.67,5.81,0,0.06
2022-10-18,Matale,6.3,18.14,16.45,52.48,0,0.02
2022-01-27,Colombo,6.16,7.04,-0.54,1.85,0,0.02
2019-08-25,Kandy,3.79,20.88,15.85,36.13,0,0.03
2018-06-25,Matale,3.53,17.28,12.87,53.61,0,0.03
2021-02-20,Kandy,16.8,20.71,14.57,56.56,0,0.09
2019-05-21,Gampaha,76.35,363.59,4.38,9.6,1,2.4
2022-08-09,Colombo,9.48,43.51,1.1,-0.02,0,0.04
2020-01-24,Colombo,1.18,46.81,1.66,5.95,0,0.03
2018-04-22,Colombo,2.16,40.66,5.46,0.83,0,0.09
2022-05-24,Colombo,18.44,57.53,2.15,4.31,0,0.03
2018-09-10,Colombo,4.55,45.6,-0.35,14.1,0,0.04
2022-01-08,Kalutara,17.17,39.46,13.45,15.68,0,0.11
2020-02-07,Matara,25.35,43.43,14.08,44.6,0,0.08
2019-02-01,Badulla,14.14,43.91,44.69,679.46,0,0.13
2022-02-16,Kegalle,4.19,5.63,40.67,198.97,0,0.1
2022-09-13,Matale,4.74,48.84,10.97,46.72,0,0.14
2021-02-12,Nuwara Eliya,179.5,563.14,46.88,1806.21,1,3.6
2018-01-27,Badulla,13.73,35.87,41.52,680.04,0,0.11
2019-01-02,Galle,10.84,14.3,12.69,47.9,0,0.09
2018-05-13,Kalutara,30.19,75.78,10.69,15.3,0,0.11
2020-07-17,Gampaha,8.6,53.82,0.87,9.16,0,0.0
2019-10-20,Matale,0.68,13.2,16.59,57.33,0,0.12
2021-06-23,Kalutara,25.34,48.17,13.49,14.89,0,0.02
2019-08-24,Kandy,6.23,26.54,17.96,48.58,0,0.14
2020-12-10,Gampaha,2.2,35.52,4.12,-3.11,0,0.04
2019-05-12,Badulla,7.04,45.88,42.96,674.72,0,0.1
2022-05-18,Kegalle,0.62,11.66,40.04,195.27,0,0.08
2018-05-19,Galle,25.21,35.55,15.89,51.94,0,0.14
2022-10-10,Gampaha,2.85,52.75,3.62,6.96,0,0.13
2021-06-09,Gampaha,57.32,197.53,3.62,5.57,0,0.02
2018-10-10,Gampaha,0.3,33.92,3.13,4.31,0,0.1
2019-05-21,Nuwara Eliya,6.12,54.53,46.21,1797.26,0,0.02
2021-01-13,Matale,11.83,25.51,15.55,43.56,0,0.06
2018-04-25,Matale,8.77,9.44,16.45,50.56,0,0.08
2020-05-10,Nuwara Eliya,28.83,67.09,43.42,1799.99,0,0.07
2021-09-08,Ratnapura,5.99,10.18,37.26,130.57,0,0.1
2022-06-18,Kandy,0.8,31.91,11.86,52.85,0,0.14
2018-03-10,Matara,5.89,46.64,16.25,52.01,0,0.04
2019-12-18,Gampaha,51.94,367.94,2.53,7.97,0,0.02
2022-06-01,Matale,2.54,18.54,15.58,52.97,0,0.11
2020-09-04,Ratnapura,1.14,23.7,32.38,120.85,0,0.02
2022-04-14,Galle,0.66,24.38,15.51,55.53,0,0.05
2018-07-05,Nuwara Eliya,10.42,27.36,47.67,1801.9,0,0.01
2022-02-20,Kegalle,32.37,77.79,41.36,200.69,0,0.09
2019-06-30,Nuwara Eliya,37.09,76.01,45.77,1800.23,0,0.03
2018-08-10,Ratnapura,19.64,37.47,34.9,129.32,0,0.07
2022-09-10,Matale,6.98,44.95,12.21,46.46,0,0.03
2022-06-16,Kandy,37.39,65.57,14.89,48.32,0,0.03
2018-08-14,Gampaha,5.07,26.51,4.11,14.81,0,0.03
2022-12-26,Gampaha,6.68,12.86,3.29,1.3,0,0.09
2023-02-26,Colombo,3.4,28.08,1.79,4.8,0,0.07
2023-02-07,Nuwara Eliya,5.64,24.81,45.43,1808.74,0,0.13
2019-03-09,Galle,1.31,20.11,11.18,50.46,0,0.11
2022-07-08,Matale,67.65,408.2,14.6,45.59,0,0.07
2022-03-08,Kegalle,5.74,37.0,38.88,202.4,0,0.14
2022-09-23,Badulla,3.66,11.4,43.74,684.74,0,0.05
2020-03-28,Galle,5.37,54.7,12.27,46.45,0,0.01
2023-06-01,Kegalle,1.4,27.0,40.29,197.39,0,0.08
2018-03-08,Nuwara Eliya,10.27,35.23,41.31,1803.93,0,0.02
2019-10-16,Ratnapura,0.78,10.73,34.56,128.13,0,0.15
2020-09-01,Matale,63.34,449.86,13.09,51.85,0,0.09
